geography,sex,raceethnicity,age,education,response,weight
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,59,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,34,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,47,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",18 to 24 years,Some college or associate's degree,37,0.329039794469325
TX,Female,HISPANIC OR LATINO,25 to 44 years,Bachelor's degree or higher,45,1.7939122990944214
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),44,0.329039794469325
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,83,0.6029533291267355
TX,Male,HISPANIC OR LATINO,25 to 44 years,High school graduate (includes equivalency),11,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,47,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Less than high school diploma,64,0.6029533291267355
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,Bachelor's degree or higher,57,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,32,0.329039794469325
TX,Female,HISPANIC OR LATINO,65 years and over,Bachelor's degree or higher,52,1.7939122990944214
TX,Male,OTHER,45 to 64 years,Some college or associate's degree,15,0.13570439925840191
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,31,0.329039794469325
TX,Male,HISPANIC OR LATINO,65 years and over,High school graduate (includes equivalency),13,0.9891443888498365
TX,Male,HISPANIC OR LATINO,45 to 64 years,Bachelor's degree or higher,14,0.9891443888498365
TX,Female,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Some college or associate's degree,63,0.6029533291267355
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),39,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",45 to 64 years,High school graduate (includes equivalency),35,0.329039794469325
TX,Male,BLACK OR AFRICAN AMERICAN ALONE,45 to 64 years,Bachelor's degree or higher,15,2.5918769452349246
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",25 to 44 years,Bachelor's degree or higher,30,0.329039794469325
TX,Male,"WHITE ALONE, NOT HISPANIC OR LATINO",65 years and over,Bachelor's degree or higher,33,0.329039794469325
TX,Male,BLACK OR AFRICAN AMERICAN ALONE,18 to 24 years,Some college or associate's degree,13,2.5918769452349246
TX,Male,HISPANIC OR LATINO,65 years and over,Bachelor's degree or higher,10,0.9891443888498365
